NUTS_ID,Unemployme,Youth,ARoP,Death_rate,URBAN-RURA,Border,METRO
ES220,45.49,10.06,9.9,19.32951414222806,2,1,1
ES230,44.39,10.06,15.0,18.61165887488091,2,0,0
ES241,45.15,12.5,16.0,17.40651928542612,2,1,0
ES242,46.8,11.7,16.0,24.0060015003751,3,0,0
ES243,44.63,11.7,16.0,19.43823699901477,1,0,1
ES300,41.05,12.5,15.4,17.74696801632946,1,0,1
ES411,49.53,12.07,15.1,20.83136662575915,3,0,0
ES412,46.24,12.07,15.1,18.83646852763479,2,0,0
ES413,54.47,12.07,15.1,16.59277582767901,2,0,0
ES414,49.58,12.07,15.1,20.88727127187222,2,0,0
ES415,51.81,12.07,15.1,22.62286268315004,2,1,0
ES416,43.83,12.07,15.1,30.99769786971888,3,0,0
ES417,44.44,12.07,15.1,32.81715836781916,3,0,0
ES418,46.5,12.07,15.1,21.69997196286808,2,0,1
ES419,54.03,12.07,15.1,24.87460751131591,3,1,0
ES421,48.62,17.67,25.1,17.13374064441333,2,0,0
ES422,50.87,17.67,25.1,26.77173002440416,2,0,0
ES423,49.89,17.67,25.1,21.21761061681196,3,0,0
ES424,41.44,17.67,25.1,17.14880206090492,2,0,0
ES425,46.12,17.67,25.1,22.05191495568881,2,0,0
ES431,51.81,21.8,31.4,6.379461710560245,2,1,0
ES432,51.61,21.8,31.4,16.36510550378955,2,1,0
ES511,42.79,12.64,16.7,14.82671114975777,1,0,1
ES512,42.07,12.64,16.7,12.43330457425706,2,1,0
ES513,41.39,12.64,16.7,9.826362661658589,2,1,0
ES514,45.61,12.64,16.7,9.172498222598236,2,0,0
ES521,48.68,16.19,24.6,5.796689469807096,1,0,1
ES522,45.82,10.06,24.6,6.870329914981842,2,0,0
ES523,46.42,10.06,24.6,6.477616797581482,1,0,1
ES611,47.34,22.27,28.5,4.010256195286901,2,0,0
ES612,53.07,22.27,28.5,4.758003328211373,1,0,1
ES613,50.83,22.27,28.5,7.025444604815553,1,0,1
ES614,52.85,22.27,28.5,11.5007133901163,2,0,1
ES615,51.91,22.27,28.5,2.89675620104624,2,1,0
ES616,55.49,22.27,28.5,10.25378515697035,2,0,0
ES617,49.36,22.27,28.5,4.704470732192657,1,0,1
ES618,49.49,22.27,28.5,5.961624913155421,1,0,1
ES620,45.49,22.27,25.0,5.023693092222645,1,0,1
ES630,50.62,24.52,36.3,7.254563834215378,1,1,0
ES640,44.27,23.61,36.3,5.090383909651605,2,1,0
SE110,7.7,25.1,10.8,13.77740177974583,1,0,1
SE121,8.9,25.3,19.4,9.173522919473669,2,0,1
SE122,12.2,25.3,19.4,10.55320293069839,2,0,0
SE123,8.4,25.3,19.4,9.06561832028271,2,0,0
SE124,9.2,25.3,19.4,7.283345089483441,2,0,0
SE125,9.0,25.3,19.4,9.425583207960992,2,0,0
SE211,6.6,25.8,19.4,9.158441029815814,2,0,0
SE212,9.2,25.8,16.2,11.2672421067261,3,0,0
SE213,8.4,25.8,16.2,4.237184553832614,3,0,0
SE214,6.4,25.8,16.2,5.02630432597259,3,0,0
SE221,10.1,25.8,16.2,2.882097164267007,2,0,0
SE224,10.5,25.7,17.5,5.08772146285419,2,1,1
SE231,7.6,22.2,16.2,4.193525197095684,2,0,0
SE232,7.7,22.2,16.2,7.329589931171385,1,1,1
SE311,7.4,19.6,20.0,4.532353211951249,2,1,0
SE312,7.6,19.6,20.0,8.021780349068987,3,1,0
SE313,8.8,19.6,20.0,11.16980186650521,2,0,0
SE321,8.1,22.8,21.3,9.333719181404296,2,0,0
SE322,6.6,22.8,21.3,6.497974160996865,3,1,0
SE331,6.6,20.0,14.2,3.201636882856891,2,1,0
SE332,5.8,20.0,14.2,5.318021695929114,2,1,0
CH011,4.52,14.7288,19.4,9.973941060591383,2,1,1
CH012,3.73,14.5483,19.4,14.875913465017,2,1,0
CH013,4.91,15.6313,19.4,13.05224070077441,1,1,1
CH021,2.47,5.2032,16.4,6.974681425413238,2,0,1
CH022,3.33,6.1632,16.4,12.64827539055823,2,0,0
CH023,2.86,5.9136,16.4,7.048214876093109,1,1,0
CH024,4.58,10.4256,16.4,18.18738101713353,2,1,0
CH025,4.72,11.712,16.4,16.03609480321809,3,1,0
CH033,3.38,6.0858,18.5,7.148546802557138,1,1,0
CH040,3.05,8.075,10.1,5.734658062376497,1,1,1
CH052,3.63,11.5457,13.6,6.604990923605188,2,1,0
CH053,3.83,10.6778,13.6,5.924867226454013,2,1,1
CH054,2.48,6.311999999999999,13.6,6.314664594161364,2,1,0
CH055,2.55,6.7328,13.6,9.300595238095237,2,1,1
CH056,2.05,4.0239,13.6,6.069695771184217,3,1,0
CH057,2.53,6.6802,13.6,9.08612862953278,2,1,0
CH061,2.23,7.7454,12.3,5.494771494965144,2,0,1
CH062,1.42,5.130500000000001,12.3,8.446176061902298,2,0,0
CH063,1.5,3.9058,12.3,8.412263210368893,2,0,0
CH064,1.23,3.9058,12.3,7.909306617453203,2,0,0
CH065,1.42,4.1375,12.3,2.552974214960429,2,0,1
CH066,2.53,8.7384,12.3,5.170711834662572,1,0,0
CH070,3.57,13.8864,20.5,21.59372501714126,1,1,0
UKC1,4.4,21.6,23.0,15.58536383412747,1,0,0
UKC2,,18.4,23.0,15.5853638341275,1,0,1
UKD1,3.4,14.2,23.0,16.36969483190241,2,0,0
UKD3,4.1,18.1,23.0,16.3696948319024,1,0,1
UKD4,3.8,15.8,23.0,16.3696948319024,1,0,1
UKD6,8.0,11.8,23.0,16.3696948319024,1,0,1
UKD7,12.1,16.8,23.0,16.3696948319024,1,0,1
UKE1,4.2,16.8,23.0,14.08070751681938,1,0,1
UKE2,12.5,13.8,23.0,14.0807075168194,2,0,0
UKE3,6.4,18.6,23.0,14.0807075168194,1,0,1
UKE4,4.7,18.1,23.0,14.0807075168194,1,0,1
UKF1,4.2,15.6,23.0,12.53776450744274,1,0,1
UKF2,6.0,13.5,23.0,12.5377645074427,1,0,1
UKF3,2.5,13.4,23.0,12.5377645074427,2,0,1
UKG1,4.9,13.0,23.0,13.55818135531711,2,0,0
UKG2,3.3,14.6,23.0,13.5581813553171,1,0,0
UKG3,5.8,23.2,23.0,13.5581813553171,1,0,1
UKH1,9.1,13.6,23.0,10.34414737763836,2,0,0
UKH2,6.8,12.9,23.0,10.3441473776384,1,0,0
UKH3,3.7,14.0,23.0,10.3441473776384,1,0,1
UKI3,3.0,16.1,23.0,9.67240301322964,1,0,1
UKI4,4.2,20.9,23.0,9.67240301322964,1,0,1
UKI5,3.1,20.9,23.0,9.67240301322964,1,0,1
UKI6,11.9,18.2,23.0,9.67240301322964,1,0,1
UKI7,19.0,18.6,23.0,9.67240301322964,1,0,1
UKJ1,5.7,11.3,23.0,9.190157681176732,1,0,1
UKJ2,22.5,13.3,23.0,9.19015768117673,1,0,0
UKJ3,9.4,12.4,23.0,9.19015768117673,1,0,1
UKJ4,5.4,16.3,23.0,9.19015768117673,1,0,1
UKK1,5.7,12.9,23.0,6.0341347924936,2,0,0
UKK2,10.0,11.8,23.0,6.0341347924936,2,0,0
UKK3,2.9,13.0,23.0,6.0341347924936,2,0,0
UKK4,14.3,14.0,23.0,6.0341347924936,1,0,1
UKL1,2.6,17.9,23.0,11.49732032089193,1,0,0
UKL2,8.2,15.8,23.0,11.4973203208919,1,0,0
UKM5,4.3,9.5,23.0,8.86466633835927,2,0,1
UKM6,6.7,15.3,23.0,8.86466633835927,3,0,0
UKM7,1.8,13.2,23.0,8.86466633835927,1,0,1
UKM8,8.1,14.2,23.0,8.86466633835927,1,0,1
UKM9,3.0,13.9,23.0,8.86466633835927,2,0,0
UKN0,3.6,15.6,23.0,6.980732435845955,2,0,0
